movieId,title,genres,image
1083,"Great Race, The (1965)",Comedy|Musical,/sEoqdHT3WO6dWxUqtB8pjXd1kWW.jpg
1084,Bonnie and Clyde (1967),Crime|Drama,/sE0B42SAVLga4Qwzt4IgqwEsEUQ.jpg
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,/cZw8zKKwEOUrSNo14Nk91kz82gm.jpg
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,/4qPIsFXLVH9feiRBpCf2XRZqK4k.jpg
1088,Dirty Dancing (1987),Drama|Musical|Romance,/dvEggyDTTIBDvrUNjTEa9depT0f.jpg
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg
1090,Platoon (1986),Drama|War,/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg
1091,Weekend at Bernie's (1989),Comedy,/ym09EHiQYtwYnLqTv38KMjwwabc.jpg
1092,Basic Instinct (1992),Crime|Mystery|Thriller,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg
1093,"Doors, The (1991)",Drama,/14Jw0oYnpRoJ2BPoJwje3wrNOwp.jpg
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,/kdaROz8u9vEBuebDN2NNgcx99Kb.jpg
1095,Glengarry Glen Ross (1992),Drama,/zcaEDx8KlVfh4vKfMNLhiSi5Oz4.jpg
1096,Sophie's Choice (1982),Drama,/6zayvLCWvF8ImK5UqwRUbETcpVU.jpg
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,/pEKStszBzTZCvR0H4tosjqxmE7X.jpg
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,/rJoFwqMaYyS3bmWXQGJh5qa7KMW.jpg
1100,Days of Thunder (1990),Action|Drama|Romance,/2xfP227oLToQjBCUg3FI18pWh3G.jpg
1101,Top Gun (1986),Action|Romance,/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg
1103,Rebel Without a Cause (1955),Drama,/qNmYLRadv106IhG6T2wSFH3Bc7W.jpg
1104,"Streetcar Named Desire, A (1951)",Drama,/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg
1105,Children of the Corn IV: The Gathering (1996),Horror,/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg
1107,Loser (1991),Comedy,N/A
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,/cFfZyYMrUiUwLaBo7jx2O724En9.jpg
1112,Palookaville (1996),Action|Comedy|Drama,/vmlO5CbUKmqvn5BVtEprxAmNOkp.jpg
1114,"Funeral, The (1996)",Crime|Drama,/An94UxdB8n5I6cVy3R9QAeyuoPY.jpg
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,/qwIvgH43n5n4TgbJQM9n6pkO6l.jpg
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,/s1GuSI3jL1Tg3Y6H9gLjjwfcuQD.jpg
1119,Drunks (1995),Drama,/m4hhljww2oSBtEDPBqHRifSJXJd.jpg
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,/bmrwvNP4vdAqKedj9ZCi5cKLFNJ.jpg
1121,Glory Daze (1995),Drama,/mosH3RnC5wjcThd0DZq4ZqWkTPQ.jpg
1123,"Perfect Candidate, A (1996)",Documentary,/nzZ01ZXIUM9DywJJbu7EoHk7Q0G.jpg
1124,On Golden Pond (1981),Drama,/ic4f03J6pnf9cpQmVDABFhUpbCU.jpg
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,/fVXYCxyh0JtdXY2SzQk5A7ffwut.jpg
1126,Drop Dead Fred (1991),Comedy|Fantasy,/v2kadCRcRdq8a0aRbQg4yVk3Xmd.jpg
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,/jel2BuDv7Bq4fuv2pUrTfiBm69o.jpg
1128,"Fog, The (1980)",Horror,/gZmdq8HB8SBdOHk5XarjCZIiGGk.jpg
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,/yreqWiQ7IOkXWVB2Tz4LJIs7xqA.jpg
1130,"Howling, The (1980)",Horror|Mystery,/nRTonikdpMUYr3y3RXESLBhRUov.jpg
1131,Jean de Florette (1986),Drama|Mystery,/car13dBvNvVN8EgQWXYqOSFwbDq.jpg
1132,Manon of the Spring (Manon des sources) (1986),Drama,/1qpu6Zc1PSDL3UbDNIZJ6YuhJDW.jpg
1135,Private Benjamin (1980),Comedy,/176RVD0PZfPtBBHwFBRf8agkno1.jpg
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,/8AVb7tyxZRsbKJNOTJHQZl7JYWO.jpg
1137,Hustler White (1996),Romance,/1LI4muqdd7iWS6I63CDB0A9y1RV.jpg
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,/jYDSEJYcvSI0LzwIEP1JWMMAbWh.jpg
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,/msLmn8QJLKpG8GHwbSbvX6iYmoB.jpg
1147,When We Were Kings (1996),Documentary,/wMnPIOYt4sNf3HMpimIzHO7L40Z.jpg
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,/wRTCxYHx1d9diFFmOHQZT7CjdUV.jpg
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,/74wCIIhCSxX63nD9pu39QwgX6Lv.jpg
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,/A5SqoalLi3Agu5qdZykJhpGePkH.jpg
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,/vEkp2FoxUFpCGeioWdUS4wb7ezh.jpg
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,/b4zV75WQL68XcKRYdliCmTk5Jwc.jpg
1162,"Ruling Class, The (1972)",Comedy|Drama,/6f7rJ6Ux5GFww24LdDbCYzJeuks.jpg
1163,Mina Tannenbaum (1994),Drama,/7H6iZtmPqKZp1pXOzYAVqyLHX2i.jpg
1167,Dear God (1996),Comedy,/mHc6hY6Rv7S7kS50vW2vVdHWG79.jpg
1170,Best of the Best 3: No Turning Back (1995),Action,/ynMnizF7mCmjDe4fXuZog6Vu8i5.jpg
1171,Bob Roberts (1992),Comedy,/23Drj8aE8y2X2Ahm8l8ncvqesn3.jpg
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,/32iU6yyYzlHRgeOqL4RPVxotwU4.jpg
1175,Delicatessen (1991),Comedy|Drama|Romance,/89yw7xrAhnhGCldvyssPjINJQRb.jpg
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,/oqRyO9xrNBRaxqF9pCHHgLuaATx.jpg
1177,Enchanted April (1992),Drama|Romance,/ftAOrt0XIYdmk8TrVObVglSVNJh.jpg
1178,Paths of Glory (1957),Drama|War,/aAol0HgMU4HOqAeb1ebIGFJyk7L.jpg
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,/bgcWEZqt8XVd7vgdn6jRWEi82j2.jpg
1180,Hear My Song (1991),Comedy,/esoksvZTmL31eJw4NLfSyJV2To5.jpg
1183,"English Patient, The (1996)",Drama|Romance|War,/yqaKkARc9Ku8mIENQt8bGVHaowJ.jpg
1184,Mediterraneo (1991),Comedy|Drama,/79lhg29sm8R1OTa6Ulj1WJnaDoS.jpg
1185,My Left Foot (1989),Drama,/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg
1186,"Sex, Lies, and Videotape (1989)",Drama,/8nEWEFsRfwpyU0OP3Jv4Boxl5MY.jpg
1187,Passion Fish (1992),Drama,/u7bjJ30DDsYKeq5bze12mY9TVrc.jpg
1188,Strictly Ballroom (1992),Comedy|Romance,/9lT3kSASXryJeBaX48kPnLDY9I1.jpg
1189,"Thin Blue Line, The (1988)",Documentary,/4w4BJk3l8y9gYwPPLRs6uPHOmGL.jpg
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,/b5uDMIIwNO7MgNdDoUjM9TWC0TR.jpg
1191,Madonna: Truth or Dare (1991),Documentary|Musical,/A16IjPcedRgntxfGdYCkQo4ykOH.jpg
1192,Paris Is Burning (1990),Documentary,/90rCWH41mj9hjHUEy2SOHfuAOl3.jpg
1193,One Flew Over the Cuckoo's Nest (1975),Drama,/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg
1194,Cheech and Chong's Up in Smoke (1978),Comedy,/lKXINU3ApbhFPQJ3pqgMzGPCYnH.jpg
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,/7BuH8itoSrLExs2YZSsM01Qk2no.jpg
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
1199,Brazil (1985),Fantasy|Sci-Fi,/d0PibPzCK4fVikjoD1PqHovbvkt.jpg
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,/7lh0lceTCEatJlsmiwkun5AC4OV.jpg
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,/eWivEg4ugIMAd7d4uWI37b17Cgj.jpg
1202,Withnail & I (1987),Comedy,/32sI7M6TCbKFNftJyI5B6BXVZhM.jpg
1203,12 Angry Men (1957),Drama,/ppd84D2i9W8jXmsyInGyihiSyqz.jpg
1204,Lawrence of Arabia (1962),Adventure|Drama|War,/vOEbimiBaTQr9SDFfDHHWCZdZK2.jpg
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
1207,To Kill a Mockingbird (1962),Drama,/fqIj7oE79qbyqHv5NBjtTI7yXP7.jpg
1208,Apocalypse Now (1979),Action|Drama|War,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,/3RymloPYcEPx30T1vTrz2cXaVnh.jpg
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,/mDCBQNhR6R0PVFucJl0O4Hp5klZ.jpg
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,/iZQs2vUeCzvS1KfZJ6uYNCGJBBV.jpg
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg
1213,Goodfellas (1990),Crime|Drama,/6QMSLvU5ziIL2T6VrkaKzN2YkxK.jpg
1214,Alien (1979),Horror|Sci-Fi,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,/mOsWtjRGABrPrqqtm0U6WQp4GVw.jpg
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,/rzWPuZdbFdlXVSWxNRzkxRLI5Zc.jpg
1217,Ran (1985),Drama|War,/jK7aLEh1StwcLBK22NCHuDmCq90.jpg
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,/8hTxlSqMAHBXAh1eB69ir0BXhzE.jpg
1219,Psycho (1960),Crime|Horror,/nR4LD4ZJg2n6LZQpcOrLFdMq0cD.jpg
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,/3DiSrcYELCLkwnjl9EZp2pkKGep.jpg
1221,"Godfather: Part II, The (1974)",Crime|Drama,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
1222,Full Metal Jacket (1987),Drama|War,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,/og1s6iwv73WMShgNzg0WTtmrKXy.jpg
1224,Henry V (1989),Action|Drama|Romance|War,/lGvLBxPDSqBbrvZBmbKFEi91QDo.jpg
1225,Amadeus (1984),Drama,/ryLzgil9aNj6JRi2dmLapuMX5pt.jpg
1226,"Quiet Man, The (1952)",Drama|Romance,/9twLidKb0ZmPPyslgpvJI8Gbjyd.jpg
1227,Once Upon a Time in America (1984),Crime|Drama,/hBDHr3YihnuL46aeyEMhTchXkZP.jpg
1228,Raging Bull (1980),Drama,/rEviyDWNbAFmvvCPlkMRPAGUElG.jpg
1230,Annie Hall (1977),Comedy|Romance,/wvNu1wnAwHvFyq0gVgtGVG1z5bb.jpg
1231,"Right Stuff, The (1983)",Drama,/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg
1232,Stalker (1979),Drama|Mystery|Sci-Fi,/lUE0Bp7wH0EterJ44qMRsqtKFnp.jpg
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,/mgX9sExDcdwRx8YxPjL8ngfSTmn.jpg
1234,"Sting, The (1973)",Comedy|Crime,/fpxhmgeCuPQOeatfeCPwtOwUwlb.jpg
1235,Harold and Maude (1971),Comedy|Drama|Romance,/9qf5iOYuUUggYST1byTBRFNz5tg.jpg
1236,Trust (1990),Comedy|Drama|Romance,/aw44SuNK0jURLtxmvKeIBsHqeVf.jpg
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,/khbyQUFTYIIltrC1yYvLXP85Lh8.jpg
1238,Local Hero (1983),Comedy,/atjnBM6uaS2FkY8z54dtKaBEUA0.jpg
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,/qvktm0BHcnmDpul4Hz01GIazWPr.jpg
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,/8ppAsvY7HPoNzNvAmkgjx7FTRpw.jpg
1242,Glory (1989),Drama|War,/tubPIJJah9iJ9eDHXxaxjLdOcQd.jpg
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,/6RI9sYpRxIdqlmsF6kBOiF7Bxug.jpg
1244,Manhattan (1979),Comedy|Drama|Romance,/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg
1246,Dead Poets Society (1989),Drama,/ai40gM7SUaGA6fthvsd87o8IQq4.jpg
1247,"Graduate, The (1967)",Comedy|Drama|Romance,/AuFvrbtWSPiBPIv9ewH2DV4nhCD.jpg
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,/kgxSjcvrWmJXB62eCsWJJtUcDxD.jpg
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,/rVWacfczT3i1GOjqp2u4K9wahta.jpg
1251,8 1/2 (8½) (1963),Drama|Fantasy,/9wvOlM8f3obvG9tNTkpZvF0CUU1.jpg
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,/7ljxmU9L0ugUvyyg0GBkFaarjEq.jpg
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,/x2DquTpLTq54aPFDnqlwY7apCC3.jpg
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,/qvExr87oqKHvNiFRK5VqDoZrS5D.jpg
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,/ct5iEcrzyIxTwnSWFi1YZVBF5yt.jpg
1256,Duck Soup (1933),Comedy|Musical|War,/31t63plEGKHhYuuCpC9bFWO9SBS.jpg
1257,Better Off Dead... (1985),Comedy|Romance,/urpEd0gVcDa6Enl6T2HO9BxjeKI.jpg
1258,"Shining, The (1980)",Horror,/b6ko0IKC8MdYBBPkkA1aBPLe2yz.jpg
1259,Stand by Me (1986),Adventure|Drama,/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg
1260,M (1931),Crime|Film-Noir|Thriller,/6hg2UClwHGnBojemFrLgiF1WK8A.jpg
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,/aCPW2GTrFguhI06pdU2DBrO50pU.jpg
1263,"Deer Hunter, The (1978)",Drama|War,/wT3DeCZ3Ax5VYhKu6ajyEvA1hXG.jpg
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,/blTl1PUKGDxAilKyitsIF3gVcwg.jpg
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,/gCgt1WARPZaXnq523ySQEUKinCs.jpg
1266,Unforgiven (1992),Drama|Western,/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg
1268,Pump Up the Volume (1990),Comedy|Drama,/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,/xlBivetfrtF84Yx0zISShnNtHYe.jpg
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg
1272,Patton (1970),Drama|War,/rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg
1273,Down by Law (1986),Comedy|Drama|Film-Noir,/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,/5KlRFKKSbyCiyYpZSS3A6G5bW0K.jpg
1275,Highlander (1986),Action|Adventure|Fantasy,/8Z8dptJEypuLoOQro1WugD855YE.jpg
1276,Cool Hand Luke (1967),Drama,/sqelBKOEdYruo497Jx6SAC3jBMY.jpg
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,/7X4lCnelWJIuoMRLZqom5aAWRUU.jpg
1278,Young Frankenstein (1974),Comedy|Fantasy,/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg
1279,Night on Earth (1991),Comedy|Drama,/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,/j6MGZpg55cTqlHHwahBtzI2qQg1.jpg
1281,"Great Dictator, The (1940)",Comedy|Drama|War,/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,/mSJgxrTaTgDSOoggIPcj3ZoZswT.jpg
1283,High Noon (1952),Drama|Western,/qETSMQ4IXBSAS409Z9OL0ppXWTW.jpg
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,/pZUBI77RMu652QmtWL9RBWF1uO6.jpg
1285,Heathers (1989),Comedy,/rtzcrwgsuESV2adSDhIuLyQoZmp.jpg
1286,Somewhere in Time (1980),Drama|Romance,/hmdegiSwVYUNvEfihaE3HRM3Sos.jpg
1287,Ben-Hur (1959),Action|Adventure|Drama,/m4WQ1dBIrEIHZNCoAjdpxwSKWyH.jpg
1288,This Is Spinal Tap (1984),Comedy,/z2LA8eBTSuuPC4NBhIZRNIwpimH.jpg
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,/iuaqA96jTYQ1a7ceBJoWZaInPsO.jpg
1290,Some Kind of Wonderful (1987),Drama|Romance,/5gT9lW3PFknfpCYYEycxV8IIizC.jpg
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg
1292,Being There (1979),Comedy|Drama,/3RO3jbCKEey2T9bYFkYt9xpwen9.jpg
1293,Gandhi (1982),Drama,/wo5Ed3Yhejts5FIG48CA2gsWPoN.jpg
1295,"Unbearable Lightness of Being, The (1988)",Drama,/g1kPEwATsCI8DnGx6ViAhUVKQSI.jpg
1296,"Room with a View, A (1986)",Drama|Romance,/sO2FECZGmmeisdYWzoQzGRjSZag.jpg
1297,Real Genius (1985),Comedy,/q6EIE9rm92MGYR44XCuRcbUTUNe.jpg
1298,Pink Floyd: The Wall (1982),Drama|Musical,/3QcwzfyIYI8a94yP26jQ2TWsXGI.jpg
1299,"Killing Fields, The (1984)",Drama|War,/cPtW4lp8to8jMKHqhUWMMjWPmAG.jpg
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,/eVg9IsX2HtR1BNYH0UAhF4JPHi7.jpg
1301,Forbidden Planet (1956),Drama|Sci-Fi,/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg
1302,Field of Dreams (1989),Children|Drama|Fantasy,/8PT4sAcneQ7MtZ1Mqoe2EyOJHmZ.jpg
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,/21BANIzXEKyZDUFOr9NdUEgP4EA.jpg
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,/oDpDXln1x3sbnt8wQBKsU6J5txT.jpg
1305,"Paris, Texas (1984)",Drama|Romance,/tgw3TJTWgNUYCgL5Pa546VVVvSU.jpg
1306,Until the End of the World (Bis ans Ende der Welt) (1991),Adventure|Drama|Sci-Fi,/qizf062CmUr9Ji6KaV5IE62WvS6.jpg
1307,When Harry Met Sally... (1989),Comedy|Romance,/3wkbKeowUp1Zpkw1KkBqMWbt0P9.jpg
1310,Hype! (1996),Documentary,/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg
1312,Female Perversions (1996),Drama,/5vqRaOZBqBL1YXukRv6zI6Y4pxC.jpg
1318,Blue Juice (1995),Comedy|Drama,/ohed7RGWkbkiUbVXsAc1SOj6wpi.jpg
1320,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,/hlabk6APJUeihZDaSD9N6iI0f4g.jpg
1321,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,/dlnccJQuRQuxnpDdDtmFlW7MKH1.jpg
1322,Amityville 1992: It's About Time (1992),Horror,/f1xYQy7qGmQzxeMgnftKWad67mW.jpg
1323,Amityville 3-D (1983),Horror,/gYvFL6REedBvjTSzVAhyk5imJgq.jpg
1324,Amityville: Dollhouse (1996),Horror,/c6DVwjJ71jzk3DXqrkuvuM6BxW1.jpg
1325,Amityville: A New Generation (1993),Horror,/jA2FBNBdWacHZ9F0vk2UUdkeG23.jpg
1326,Amityville II: The Possession (1982),Horror,/6w2gJzvowcGF0zfUmp97C4Zx79C.jpg
1327,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,/7VMscq0659xKmcXzd86de1DGV4W.jpg
1328,"Amityville Curse, The (1990)",Horror,/m2WswUGZzaKWdmkWAKTvF2RTQky.jpg
1329,Blood for Dracula (Andy Warhol's Dracula) (1974),Horror,/5H3J2Aa5ia8Qc3tArsn4chMWRdx.jpg
1330,April Fool's Day (1986),Horror,/fxQG0oItdJxn8r43TyKV9ZmcBwW.jpg
1331,Audrey Rose (1977),Horror,/nEkJHfLBDav9PELzMz23mF7bAAi.jpg
1332,"Believers, The (1987)",Horror|Thriller,/wMDOgjHoDdKKj3UNZzjP8AW0wxR.jpg
1333,"Birds, The (1963)",Horror|Thriller,/z0iYrJ6GsAMP3abOha7uGMuc5kZ.jpg
1334,"Blob, The (1958)",Horror|Sci-Fi,/ctOwn1Ibg3SjDG4WulvFvSH0PRT.jpg
1335,Blood Beach (1981),Horror|Mystery,/deHuQLKwpaUeIgDa9CU7iKZis7f.jpg
1336,Body Parts (1991),Horror|Thriller,/8hFSFiLMy0wnyVaaJ4EHFlPD1yf.jpg
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,/1dOCP2ahMVlA95SivxhEdVvcXZE.jpg
1339,Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,/n39glC4GkBeCbwdenES8ZBodim8.jpg
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,/5241zUwe7rC17MNc2QpCBKKdp1N.jpg
1341,Burnt Offerings (1976),Horror,/2ipG69lXOjGMX7F7qxJQzUoiUsd.jpg
1342,Candyman (1992),Horror|Thriller,/eHUiA8bIIfzludv427HlV7TVRbs.jpg
1343,Cape Fear (1991),Thriller,/ws4mrtndzgSH5QGCamOFAgilr2R.jpg
1344,Cape Fear (1962),Crime|Drama|Thriller,/xDqaHjMbnebtB05QWgAR8wW86sb.jpg
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,/uc3OvgmbnYaS5Y0BOjSmC1EmSz1.jpg
1346,Cat People (1982),Drama|Fantasy|Horror,/nYcQnkbTD4LDmp11HCReQuUoMKD.jpg
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller,/wGTpGGRMZmyFCcrY2YoxVTIBlli.jpg
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,/zx24O7VAs6NbJhiIrUhWysAiHS0.jpg
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Horror,/p7nsY8E2urDKvH5RzRUkIOqExUO.jpg
1350,"Omen, The (1976)",Horror|Mystery|Thriller,/p0LcWxOIoBx0MEZMn8tFcrvDXR1.jpg
1351,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,/diFSUAvHZE6rkKqfP3J3qf19Z2X.jpg
1352,Albino Alligator (1996),Crime|Thriller,/wRERReLv0QwNMKOSSOlQjiBEa52.jpg
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance,/ekk8MKMp3tlJjcMuhOgKsMCRrvR.jpg
1354,Breaking the Waves (1996),Drama|Mystery,/dQWMcdHXUOSHtr7ypOCa5T79JMS.jpg
1355,Nightwatch (1997),Horror|Thriller,/2ueCI9QX9AGa4SzJgrvK1fONCa5.jpg
1356,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,/vrC1lkTktFQ4AqBfqf4PXoDDLcw.jpg
1357,Shine (1996),Drama|Romance,/z6WM18EoqfkSnaOYPCttNEMp0aC.jpg
1358,Sling Blade (1996),Drama,/y7kYNk6gJMkPx1YfXhXw6fMTstf.jpg
1359,Jingle All the Way (1996),Children|Comedy,/bdxrZBGtWaLYkjMmwaSIiTwpSnS.jpg
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,/i61EPTLYgwkLtjMnNMSrTGDWthN.jpg
1363,"Preacher's Wife, The (1996)",Drama,/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg
1365,Ridicule (1996),Drama,/d7CagdTpky9zRycJaiKlJz9vRAG.jpg
1366,"Crucible, The (1996)",Drama,/zv69Rev43me5gQ68x7fk1mQzhHn.jpg
1367,101 Dalmatians (1996),Adventure|Children|Comedy,/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg
1370,Die Hard 2 (1990),Action|Adventure|Thriller,/wUEizkONxPZmIWQ2lnMttW0suXH.jpg
1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,/ffo56udrkF28ICTv3Xx1S9X6Dw4.jpg
1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,/tvTOJD7Gz668GLy2nNdLRQvpPsv.jpg
1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg
1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller,/uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg
1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,/yqEj0oPfKBMCz7YcCARHDgH7VFm.jpg
